package name,reviewer name,review,rating
com.playsmusi.tubi2,Billel Naimi,Not all videos on it does not have a video I like,1
com.playsmusi.tubi2,Renuka Chavan,Very nice but more inpurement in this app please so l will give 5 starts 😊😊,4
com.playsmusi.tubi2,Prajeesh m Praje,Prajeesh,5
com.playsmusi.tubi2,Iram Amir,Noice,1
com.playsmusi.tubi2,Nitish Kumar,Bad app,5
com.playsmusi.tubi2,Harry Zamor,None,5
com.playsmusi.tubi2,Anusia Krishnamurthi,Good,5
com.playsmusi.tubi2,Bud Humes,Its lagey can you fix that,3
com.playsmusi.tubi2,Balu Anuse,Nice app,5
com.playsmusi.tubi2,Shanto Nipa,AKHI AKTER I Love you,1
com.playsmusi.tubi2,Trishna Alam,Good nice ilove this app and very usefull this app i like this app and this app is very helpfull ............ V.,5
com.playsmusi.tubi2,Nausheen Khan,well,1
com.playsmusi.tubi2,nisha baghel,👍,5
com.playsmusi.tubi2,Dhanvi Mehta,It is horrible not even the best way to describe,1
com.playsmusi.tubi2,Tammie Kerr,It's good,5
com.playsmusi.tubi2,Vishwa S meti,Good,5
com.playsmusi.tubi2,Awang sharom,Good!!! me rate you to all update for me the play tube at me rate you so much Nowww wow you,5
com.playsmusi.tubi2,lovly videos,Awesome app,4
com.playsmusi.tubi2,Arthur Apiti,TE ATAIRONGO APITI,5
com.playsmusi.tubi2,bonitame nitah,"It's not the best you tube. It all was say ""no results""",2
com.playsmusi.tubi2,NAYAB AHMAD,No result found worst app,1
com.playsmusi.tubi2,Rachelle Martino,Slow loading,3
com.playsmusi.tubi2,Soumyajit Bhattacharyya,The sound of every videos are outstanding. Hearing sound with high volume is the Best journey ever experienceses in any local apps.,5
com.playsmusi.tubi2,YESSIRCLUB,H Just like youtube but better,5
com.playsmusi.tubi2,Muheet Siddiqui,Indentify,1
com.playsmusi.tubi2,sathya sathya,I like the app,5
com.playsmusi.tubi2,Woolfrar gamer rai,Nice,5
com.playsmusi.tubi2,Abhinav G,Bad,1
com.playsmusi.tubi2,Roshni Siddique,Ok,5
com.playsmusi.tubi2,Kugarajah,Awesome...,5
com.playsmusi.tubi2,Sarthak Jain 11th E,Nice appp It works totally like you tube.,5
com.playsmusi.tubi2,Aad Hiz,This is such a wasteage app,1
com.playsmusi.tubi2,ADAM GAMING PRO 5,This is very very very stupid app,1
com.playsmusi.tubi2,As AA,Thanks play tube,3
com.playsmusi.tubi2,Obliviboi,"Ads out the wazoo. Whatever you search in it says ""no results"". Makes your phone slow and glitchy. Trash app.",1
com.playsmusi.tubi2,Lalaram Regar,Download kyon nahin hua,5
com.playsmusi.tubi2,Anna Maharaj,I think iT will be good,5
com.playsmusi.tubi2,Devota Juma,Yyyy Hi,5
com.playsmusi.tubi2,Cali Kalow,Pest app,1
com.playsmusi.tubi2,Bhart Singh,Very nice App or top App,4
com.playsmusi.tubi2,Louai Said,It's fun,4
com.playsmusi.tubi2,Albertina Masoka,Like it,5
com.playsmusi.tubi2,Michael Dunn,Awsome,5
com.playsmusi.tubi2,Bashir Ahmed,Horrible need wifi do not buy it waste of time I want to give it no stars but I have to,1
com.playsmusi.tubi2,Harshida Patel,It's amazing 😍👍,5
com.playsmusi.tubi2,Nilesh Nethmika,Designed,1
com.playsmusi.tubi2,Erie Ambuting,nice app,5
com.playsmusi.tubi2,Asiya Aamir,It is good.,5
com.playsmusi.tubi2,Maryam Emdad,Good,5
com.playsmusi.tubi2,Ariel Jimenez,Evertime i search the video or drama always says no result fond,1
com.playsmusi.tubi2,Aadrsh Mahat,Good,2
com.playsmusi.tubi2,all problem solution are new,Best,5
com.playsmusi.tubi2,Ismail Businge,Liking to learn more about the world,5
com.playsmusi.tubi2,Army girl,Nice,5
com.playsmusi.tubi2,learning academy about grammer,nice app but yake too much of loading,5
com.playsmusi.tubi2,Aman Singh,Good,5
com.playsmusi.tubi2,Ndagire Sharon,Google,5
com.playsmusi.tubi2,Jayesh Agrawal,Nice,1
com.playsmusi.tubi2,Hadi Shah,This app is amazing please install this app,5
com.playsmusi.tubi2,Shanmugam Nallaperumal,Very Fine,4
com.playsmusi.tubi2,Jurua Hatimah,Nice,5
com.playsmusi.tubi2,Edz Ortiz,not working good im very sad about it,1
com.playsmusi.tubi2,sahithi DIy arts and crafts,Nice,2
com.playsmusi.tubi2,Thamarai Selvi,Winter wineer,3
com.playsmusi.tubi2,Abdullahi Godey,very good,5
com.playsmusi.tubi2,Md mostafijur Rahman,Clear youtub,5
com.playsmusi.tubi2,Kirk Punter,"I love it,play what I like",5
com.playsmusi.tubi2,Dina Rai,This is cool app,1
com.playsmusi.tubi2,Rakesh Kumar,YouTube channels,5
com.playsmusi.tubi2,Sanjesh Deo,Nice,5
com.playsmusi.tubi2,ONG,wow!!it is same like youtube Briliant!,2
com.playsmusi.tubi2,Kaushal kishore,Ok,5
com.playsmusi.tubi2,mamtasingh,stupit app,1
com.playsmusi.tubi2,ibrahim khan,not good i hate ads,1
com.playsmusi.tubi2,Majid Ganaie,Very very nice app,5
com.playsmusi.tubi2,SxoniS 《SxoniS》,Thank you so much,5
com.playsmusi.tubi2,Teju R,This app is like the same YouTube,5
com.playsmusi.tubi2,cra crazy,Nothing worked in the app,1
com.playsmusi.tubi2,Shobha Kumari,Very nice,5
com.playsmusi.tubi2,Chahat Daya,Worst app,1
com.playsmusi.tubi2,Sherwin John,Good,5
com.playsmusi.tubi2,Yashvardhan Singh,The worst app ever!! Youtube is much better!! The videos are very less No download option Would rate 0 if possible,1
com.playsmusi.tubi2,Bharat Jethaliya,its good. without ad,5
com.playsmusi.tubi2,Divyapriya S,Nice,5
com.playsmusi.tubi2,Rizwan Hussain,Amazing just want watch movie for time spent,5
com.playsmusi.tubi2,Woaliullah Olee,Its just faul app... When i search something than he says no resut😓😓😠😠,1
com.playsmusi.tubi2,Suresh Babu R,Good,5
com.playsmusi.tubi2,Nisha Shah,Nice,5
com.playsmusi.tubi2,Stlla Francis,This is one of the good app for healing theraphy with exercises and refering it the the heath fit follow up ....one could easily relieved from pain stress and pressure and diabetics too have a try ..,5
com.playsmusi.tubi2,Raju Roopnarine,It download is sooooo slow,1
com.playsmusi.tubi2,Kelvini Jonh,Tiktok,2
com.playsmusi.tubi2,Noni Turan,Ff,1
com.playsmusi.tubi2,prakash choudhary,Ok,5
com.playsmusi.tubi2,Marc Jean,Liarimain,5
com.playsmusi.tubi2,Elianna Caldeira,Very nice,5
com.playsmusi.tubi2,Niger Sultana,Fake app ever!!!!!,1
com.playsmusi.tubi2,Guruprasad.R. Vishwakarma,Good,3
com.playsmusi.tubi2,Joan Daluddung,I wont this over the world,5
com.playsmusi.tubi2,yiga moses,Well,5
com.playsmusi.tubi2,Moksh Creation,good,3
com.playsmusi.tubi2,Surinder Thakur,Durty and harmful app.,1
com.playsmusi.tubi2,Preet Singh,Good but not like you tube,3
com.playsmusi.tubi2,Subhangi Shirke,Nice app,3
com.playsmusi.tubi2,Andrew Dwyer,Official official noon burrower YouTube mix in the future of our games are,5
com.playsmusi.tubi2,Kamlesh Jaiswal,This app very good and he is useful to search the all types musics and videos but i am not use on this app but this app experiance very greatful.,5
com.playsmusi.tubi2,adamx Bi,Very nice for music and Video ⏯️,5
com.playsmusi.tubi2,AleX GieV,Da vi eba i prilojenieto deeba vashta mama,1
com.playsmusi.tubi2,Mr. HAT - NUT .,So lite app 😀,5
com.playsmusi.tubi2,johnnnyj esquivel,Musica Romantic,5
com.playsmusi.tubi2,Ramesh Ubhe,Nice,5
com.playsmusi.tubi2,Artemio Gaitos,Interesting,5
com.playsmusi.tubi2,Cynthia Miller,I need my YouTube and I don't like you guys exchanging it at all why won't it play on my phone,5
com.playsmusi.tubi2,Sj GAMER,"Super this is like youtube but account,channel,comment,subscribe,like are not there but this also like (coppa) act",5
com.playsmusi.tubi2,yasak elma lover,It is good but not download every thing,3
com.playsmusi.tubi2,susri swarna smita pradhan,Faltu app.good app . It can be much better if you will try. From - sriya aly afreen,1
com.playsmusi.tubi2,Iram khalid Khalid,Good app,5
com.playsmusi.tubi2,Miraj Miraj,Save,2
com.playsmusi.tubi2,MICHAEL BASILY,AWESOME,5
com.playsmusi.tubi2,Georgina Moxey,Fun,5
com.playsmusi.tubi2,nalluri swapna,Nice app,5
com.playsmusi.tubi2,Shashidhar Killer,Good,5
com.playsmusi.tubi2,Alexandry Shirima,Dowload product,5
com.playsmusi.tubi2,Kemal Abdulahi,I Love the Play Tube,1
com.playsmusi.tubi2,AMZADMOLLA Amzad,I'm amzad molla bejnes men,5
com.playsmusi.tubi2,Anita Kumari,amrit raj anita,4
com.playsmusi.tubi2,Mashalla Fazaeli,دات,5
com.playsmusi.tubi2,George,Won't show no music and other movies,1
com.playsmusi.tubi2,Samatha d,So bad...do fast net,3
com.playsmusi.tubi2,Jatin Barman,Good,1
com.playsmusi.tubi2,Sujit Pramanik,Best,1
com.playsmusi.tubi2,Glider Jim,I love this app,5
com.playsmusi.tubi2,Nurul Nabilah,Lembab,1
com.playsmusi.tubi2,Charanjeet Singh,It's best App,3
com.playsmusi.tubi2,Hibbah Kashif,Good app but when I want too serch something something comes and some not 😟😟😟😟😟😩😩😩😩😦😦😧😧😞😞😲😞 I hope you will fix it,2
com.playsmusi.tubi2,Bhabaniprosad Hazra,I like it too much,5
com.playsmusi.tubi2,Keegan Naidoo,Ok,5
com.playsmusi.tubi2,Haryana gaming ff,ᎰᎿᏃ,5
com.playsmusi.tubi2,Tshepang Letsholonyane,Its fun nice and has a lot of videos but finishes data😏,4
com.playsmusi.tubi2,ali ali,Fkkb. Ji,5
com.playsmusi.tubi2,Rupa Aktar,Rupa akter,5
com.playsmusi.tubi2,Nisha ambre,Very bad,1
com.playsmusi.tubi2,Bruce Lee,"everytime i search something it says ""no results"" even if i google something as well known as bts like tf, also after immediatly installing my volume on my phone kept randomly going up and down soooo *uninstalled*",1
com.playsmusi.tubi2,Binita Kumal,Dhanu kumal,5
com.playsmusi.tubi2,Yeshwanth Rao,It's not working,1
com.playsmusi.tubi2,Tiana Roache,I hate the app,1
com.playsmusi.tubi2,Prince Rokaha,Good app,5
com.playsmusi.tubi2,Alex Rodriguez,It works fine,5
com.playsmusi.tubi2,Sahithyabm Das,Nice,5
com.playsmusi.tubi2,Zackary Worfolk,Not many videos!,1
com.playsmusi.tubi2,Okwo Gabriel,Good,5
com.playsmusi.tubi2,Naitik Dimri,Bad,1
com.playsmusi.tubi2,Athar Ganai,Superb app,5
com.playsmusi.tubi2,Dhanush Kumar. S Xll C - 3,Super app,3
com.playsmusi.tubi2,Hasan Aliakbar,It is a perfect,5
com.playsmusi.tubi2,William Massey,Sahi h ye,5
com.playsmusi.tubi2,Galad Adeeg company,Its not open u tube,5
com.playsmusi.tubi2,Daniel Camilo,Muy bueno,5
com.playsmusi.tubi2,K. M.,"This is just another extension of you tube. Owned by the very same civil rights VIOLATORS. IF people do not start deleting apps associated with you tube for their censorship of free speech, it will not be long before you have no free speech. I have explored the less popular apps out there and have been amazed at how many people left you tube because their CIVIL RIGHTS have been violated. Every time your violated and silenced? You become more a ENSLAVED.",1
com.playsmusi.tubi2,Rebecca Balch,Just startingp,4
com.playsmusi.tubi2,jaanvi Negi,Bad app,1
com.playsmusi.tubi2,linzy Malsawmkimi,It's pretty good but i only rated 3 starts bc I cannot watch some videos which need the real 'youtube' so it's not much,3
com.playsmusi.tubi2,Joan wangu,Its very good,5
com.playsmusi.tubi2,Eman Ahmed,Good,5
com.playsmusi.tubi2,Sticky Doodies,Great,5
com.playsmusi.tubi2,Aniwell Kamanga,"It is agood app to use than youtube,coz my youtube app is saying that i shud update google play services, but it is not working wen i try.I have found this app as replacement",5
com.playsmusi.tubi2,Warren Jegels,not cool,1
com.playsmusi.tubi2,kimberlee francis,Gg,5
com.playsmusi.tubi2,Abhradip Mukherjee,Its lightweight and works on my old tab while real youtube app crashes the tablet. For this app I am able to use my tablet again,5
com.playsmusi.tubi2,Saqib Ali Gill,Nice work,5
com.playsmusi.tubi2,Kirt Francis,Woderful,5
com.playsmusi.tubi2,VAZRALA SRINIVASA REDDY,Worst app. No content,1
com.playsmusi.tubi2,Floyd Smith,Not good at all doesnt work,1
com.playsmusi.tubi2,Dipali Barman,Hhh to,4
com.playsmusi.tubi2,allenjosh2007,Super,2
com.playsmusi.tubi2,Piyush Gaming,Hte to this type of ......,1
com.playsmusi.tubi2,Soumya Lokesh,I like this app it's nice but some video are not coming and couldn't subscribe to the channels,1
com.playsmusi.tubi2,Noor Dad,Bäbä Noordad,1
com.playsmusi.tubi2,Crazy Asian,Goog,5
com.playsmusi.tubi2,Priya Priya,Nice,5
com.playsmusi.tubi2,Md SAMSUDDIN,Good,5
com.playsmusi.tubi2,Ramkishan Imade,It like you tube all video are like YouTube you didn't want to add any account to you tube,5
com.playsmusi.tubi2,Jagmeet Kour,good,2
com.playsmusi.tubi2,henry kungsi,Rait olgeda,5
com.playsmusi.tubi2,Toxic NinjaZx,Its good to use when you have to cast youtube for your baby sister,5
com.playsmusi.tubi2,Anita Semwal,Very good,5
com.playsmusi.tubi2,Video master,Happy,5
com.playsmusi.tubi2,Julianne Massiah,Great I can't stop commenting about this app.,5
com.playsmusi.tubi2,Shilpi Nag,Good app,5
com.playsmusi.tubi2,Shahnu Khan,Very much bad app hate it so disgusting bakwas,1
com.playsmusi.tubi2,Bran zilla,LOVE THIS APP,5
com.playsmusi.tubi2,Matovu Joseph,Ok,5
com.playsmusi.tubi2,Zolelwa Theodorah,👎,1
com.playsmusi.tubi2,Mehar Chand,Good Play tube,5
com.playsmusi.tubi2,Kalesh Kumar,Good Very nice Sweet,5
com.playsmusi.tubi2,A. VANDANA 5th A,Useless app,1
com.playsmusi.tubi2,Magathi Sri Prakash,Good,4
com.playsmusi.tubi2,Pooja Sharma,Awesome amazing app .,5
com.playsmusi.tubi2,Just silly things,"Worst app i ever used, it doesn't even work.",1
com.playsmusi.tubi2,SellinN8iveHides,Exceptional,5
com.playsmusi.tubi2,Abhishek Mohanty,I love it,5
com.playsmusi.tubi2,Raja Md,Subscribe,5
com.playsmusi.tubi2,godson p.g,Bad... 😵😵,1
com.playsmusi.tubi2,Babita Kumari,Thank you,5
com.playsmusi.tubi2,Shradha More,I rate 3 stars cause after each video there will be a ad,3
com.playsmusi.tubi2,Jay Jay,Good app,5
com.playsmusi.tubi2,Sohail Aftab,Good but slow plz make faster play tube,5
com.playsmusi.tubi2,Sanana khan Sanana khan,I love this app💗💙❤💛💝,5
com.playsmusi.tubi2,Rab Haw,Good very good,5
com.playsmusi.tubi2,Mayur Ponkaj Hazarika.,"Koi bhi ess ko download mat kar naa, bhot ghatiy application hain",1
com.playsmusi.tubi2,Abhilash Unni,Good,5
com.playsmusi.tubi2,Sabuj Maity,Very good app,5
com.playsmusi.tubi2,Clive Burrowes,It's a great app just like youtube 👍 all my movies are full,5
com.playsmusi.tubi2,KILLER GAMING FF,Better than youtube,5
com.playsmusi.tubi2,Sunny Kumar,G00d,5
com.playsmusi.tubi2,joice jose,Good experience,5
com.playsmusi.tubi2,Aaryan Patil,It's very bad app,1
com.playsmusi.tubi2,Bushra Afshal,West app,1
com.playsmusi.tubi2,Annie Rose Bacalla,Amizing,5
com.playsmusi.tubi2,Anil Bhai,ಝಝಞ,5
com.playsmusi.tubi2,Fifita Mamani,Fast,5
com.playsmusi.tubi2,Bandaru Prassanna,It is nice,4
com.playsmusi.tubi2,Md Md md Shahor,Shagor,4
com.playsmusi.tubi2,Swastika Shrestha,Whenever I search something it takes lot of time to load though my WiFi is working fine and however taking so much time at last it says no result it irritating,1
com.playsmusi.tubi2,Rajesh Bhai,Pawan Singh,5
com.playsmusi.tubi2,Mr Ansari,Very bad experience. .!! Nothing playing when I installed this app,2
com.playsmusi.tubi2,Larisa Janong,Bad app,1
com.playsmusi.tubi2,Ashhad Khan,Excellent,5
com.playsmusi.tubi2,Aki Pimentel,Okey,5
com.playsmusi.tubi2,sreejith kumar k,Wast time,1
com.playsmusi.tubi2,Kevin Wahome,Fast and good,4
com.playsmusi.tubi2,Bhugalee Zayyan,Useless app!,1
com.playsmusi.tubi2,Alina Stha,If you love yourself please do not download this trash,1
com.playsmusi.tubi2,Md Tamim Tamim,Ms Mita +Md Tanvir,5
com.playsmusi.tubi2,Ama Baafi Peprah,Love this app,5
com.playsmusi.tubi2,Kaiser Pediment,Does not really that helpful all it does is just play videos and not much on there,1
com.playsmusi.tubi2,sarda Deshmukh,Aap Aaegi Youtube ko Aazma ke to Dekho Kitna mast lagta hai aur bahut Kuchh Milta Hai ismein Chhote size mein cheating bhi kar sakte ho meri guarantee Logon paldesi Mukhi kya aap mante Nahin main photo Nahin dalta Dukh Mein mat padhaai nahin karta per Aise aap Lena Chaho to Le sakte ho na yaar kya problem kya hai aapko Youtube ko Apna Kam deta bhi lagta hai vah YouTube bhi chalao main,5
com.playsmusi.tubi2,Piyumini Miyurangi,❤️❤️,1
com.playsmusi.tubi2,TUBATI VEERANJANEYULU,Youtube best channel,5
com.playsmusi.tubi2,Micheal Hopkins,A good app,5
com.playsmusi.tubi2,kashmira shimpi,"3 class app even network is full but sill loading😑😐😖😣😌😒😒😒but a littel,littel good😶",1
com.playsmusi.tubi2,Nabatanzi Esther,Cool,2
com.playsmusi.tubi2,rakeebulislam laskar,This is an useless app.,1
com.playsmusi.tubi2,Sushama Parsekar,Good app,3
com.playsmusi.tubi2,Shaurya Dwivedi,Very nice but very slowly work,5
com.playsmusi.tubi2,Kamlesh Devi,Vije,5
com.playsmusi.tubi2,Sidheshwar Khote,This so so so bad app,1
com.playsmusi.tubi2,Cab Gari,Great,5
com.playsmusi.tubi2,Rutvik Raju Tangella,GOOD ! ! ! Same as YouTube but need to update version - 1.0 and make it more as YouTube . There is a huge advantage ! we can see videos while using another app it is useful . Like when we are doing any tutorial we don't need to go to app and see again and again . We can see it while using any app !!!!!,5
com.playsmusi.tubi2,Amina Jabbar,Very bad,1
com.playsmusi.tubi2,Anita Khanal,This is a nice app. I cannot sign in to YouTube but this app is free. So my life is better then before with Play tube like YouTube,5
com.playsmusi.tubi2,shashi thakur,Super fudu,4
com.playsmusi.tubi2,Yoda Force,Don't know haven't used the application yet surprise...,5
com.playsmusi.tubi2,Swapnil Yamgar,vary slowdown,1
com.playsmusi.tubi2,Rene,Too glitchy,2
com.playsmusi.tubi2,Safi Tajnisha,Very good,5
com.playsmusi.tubi2,IMRAN SHAHZAD,quiet good,2
com.playsmusi.tubi2,Jolie Lusamba,I love ❤️ soo much because am going live facebook liv with my friend and everyone's music from my africa and around the world,5
com.playsmusi.tubi2,Alusha Mohun,Very good,4
com.playsmusi.tubi2,Byron Adamson,Excellent,5
com.playsmusi.tubi2,Alassd Alassd,Mujj,5
com.playsmusi.tubi2,Carl Emigh,Just got this app so far it's not what I expected.I just want to play my you tube playlist offline.,5
com.playsmusi.tubi2,Ntombi Nzima,My experience here has been amazing .,5
com.playsmusi.tubi2,Salih Minha,Super,5
com.playsmusi.tubi2,shivanshi kumari,very bad app 👊👊👊👊👎👎🤙🤜🤛👎👎👎,1
com.playsmusi.tubi2,Taslim khan,Fake,1
com.playsmusi.tubi2,Seman Fatima,Good.,5
com.playsmusi.tubi2,Siyabonga Vegeta x2,I don't write so what,4
com.playsmusi.tubi2,sameer shaikh,All the best keep it up,5
com.playsmusi.tubi2,Estelita Albaracin,Wow,5
com.playsmusi.tubi2,Sathi Chatarjee,Bad,1
com.playsmusi.tubi2,Man Singh,Nice,1
com.playsmusi.tubi2,VIJAYA LAKSHMI,Very. Nice. Game,1
com.playsmusi.tubi2,John Doe,Rubbish,1
com.playsmusi.tubi2,radha ravi,Good,5
com.playsmusi.tubi2,Shweta Nayak,Nice,5
com.playsmusi.tubi2,Prasanth Velu,Good,5
com.playsmusi.tubi2,Manojkumar M. R.,Difficulty,1
com.playsmusi.tubi2,Liam Viret,"#Liam,viret.",5
com.playsmusi.tubi2,Ramesh Chandra Dwivedi,Good,5
com.playsmusi.tubi2,Sonu Ahmad,Mahendr prata sharma,5
com.playsmusi.tubi2,Badri Keer,रहजफ्फ्,5
com.playsmusi.tubi2,Riya Gogoi,I don't like this app. Because if I text titanium Or other songs it does not work.,1
com.playsmusi.tubi2,Ramya Kanithi,Nice app that S all,2
com.playsmusi.tubi2,Bhoma Ram,Ok,5
com.playsmusi.tubi2,FAISAL fasial,👍👍👍👍👍👍👍👍👍👍,5
com.playsmusi.tubi2,ali said,Its bad app for really it doesnt work,1
com.playsmusi.tubi2,Basarikatti,Needs improvement,2
com.playsmusi.tubi2,Golden. White_19,Nothing to tell Amazing 😍✨,5
com.playsmusi.tubi2,Meg,it dosent play anything,1
com.playsmusi.tubi2,Daria Manaila,"It's tupud! if you get the third Advert,You get Stuck and the only way get it away is Restart it,Pls Don't install",1
com.playsmusi.tubi2,Khushboo Goel,Good,5
com.playsmusi.tubi2,John Tusaba,Poor,1
com.playsmusi.tubi2,Oboyaryadinata Dinaya,Ok,4
com.playsmusi.tubi2,Grace Luka,Vedio you tube,5
com.playsmusi.tubi2,Ajaykumar Sharma,Ajay,5
com.playsmusi.tubi2,Lihle Matse,"You know this app would have been really cool if it did'nt say ""no results"" for everything.",2
com.playsmusi.tubi2,Norhana Hanafie,Nice,5
com.playsmusi.tubi2,Natalie,I know annoyed again on YouTube and sign of the nicknames of the videos,5
com.playsmusi.tubi2,Girisha Arya,Woooow,5
com.playsmusi.tubi2,キノ乇リ爪の刀丂イム,good,5
com.playsmusi.tubi2,Sticktrooper,"Difficult in getting the music you want, half of it is not even having it. 😁👋",1
com.playsmusi.tubi2,S S Yadav,Waste of time,1
com.playsmusi.tubi2,Kasianne James,It's really good even without good Internet comes up really quick,5
com.playsmusi.tubi2,Faisal Faisal,Nice,3
com.playsmusi.tubi2,Seema Narwal,ok,1
com.playsmusi.tubi2,raj mohan,this is the super app,5
com.playsmusi.tubi2,Maria Ortiz,Does. Not work at all. Very disappointed,1
com.playsmusi.tubi2,Ashley & Aiyana Rivers,Don't work,1
com.playsmusi.tubi2,Million Oli,👎👎👎👎✊👎👎✊,1
com.playsmusi.tubi2,Donald Rhodes,Like,5
com.playsmusi.tubi2,Rahul Sharma,Very good,5
com.playsmusi.tubi2,geetha koyya,Worst,1
com.playsmusi.tubi2,Balaramaiah P,Bad loading,2
com.playsmusi.tubi2,Ganesh Ghuru,Good app 👍👍👍,5
com.playsmusi.tubi2,Prayoshi CHANDA 6A 27,"This is such a worst app when I searched PJ masks in hindi there is telling no result found. My favourite cartoon is PJ masks if I can't see it then I feel very very very very much angry... Than my life PJ masks are important, than my family PJ masks are important, than God PJ masks are important, than corona virus PJ masks are important, pj masks are important than all of in my life and in the earth. I love PJ Masks. I think if pj masks are here then I will also be a pj mask and be a friend....",1
com.playsmusi.tubi2,Abhyudaya Singh,This is good app but my channel video are not in this app so I give one star only but why my channel video are not coming and my friends new channel are not coming also . But I really like this app good app but old channel video are coming but not new I have new channel,2
com.playsmusi.tubi2,Jayanthi G,A great app try it,5
com.playsmusi.tubi2,Alisha Qureshi,This app is very nice and we can use easyl this app is good more than that aap,5
com.playsmusi.tubi2,Levi Hamilton,I gave it no stars because every time u look up something is says no result and I looked for music still said no result don't not download this app the owner of this please fix it,1
com.playsmusi.tubi2,Md Motiar Rahman,This app is very bad,1
com.playsmusi.tubi2,Jothi J,Good,4
com.playsmusi.tubi2,Anita sylvia,Nice,1
com.playsmusi.tubi2,Bornali Hazarika,Ok,5
com.playsmusi.tubi2,supriyadi yadi,Mantap,5
com.playsmusi.tubi2,Tk Khan,👍,1
com.playsmusi.tubi2,Chandrika Ray,This app is very usefull please try one's time in this app every video are avilable which you want Please try,5
com.playsmusi.tubi2,Sakthi vel P,Good,5
com.playsmusi.tubi2,Gertrude Spaulding,I am commited my life to him,5
com.playsmusi.tubi2,Feljemer D. Wao Junior,the screen is shaking when the videos are played.,3
com.playsmusi.tubi2,Pinky Gupta,What a idiet app,1
com.playsmusi.tubi2,RAJONYA PAUL,👍,5
com.playsmusi.tubi2,Farook Jami,YuTuob vedius,5
com.playsmusi.tubi2,Rabi Maibasira,"It helps you to search, search of study's, search of films.",3
com.playsmusi.tubi2,Nono Nono,Stupid app,1
com.playsmusi.tubi2,Sharafath Star,I like this aap,5
com.playsmusi.tubi2,ANIL KUMAR,Nic app,5
com.playsmusi.tubi2,Patrick Lovince,Flim,1
com.playsmusi.tubi2,Pali Das,"Worst app in the world when search for a song it shows no results found so, I uninstalled this app",1
com.playsmusi.tubi2,baby dancer,Beby dancer,5
com.playsmusi.tubi2,Khusboo Asiwal,Ye belkul bekar app hai isme kuch nahi chalta kharab ghatiya app isai koi bhi download mat kar na,1
com.playsmusi.tubi2,Dorothy Jacobs,It was good.,5
com.playsmusi.tubi2,Nanz A. Audencial,Just right for a low storage mobile. I don't like the things popping up... irritating. If possible ads should be slowly appearing/disappear.,3
com.playsmusi.tubi2,Rahemathhussain Shaik,Excellent,5
com.playsmusi.tubi2,Atanu gaming,I like this app,5
com.playsmusi.tubi2,Shivani Rahul,Good,5
com.playsmusi.tubi2,Vinamra,Very nice app,5
com.playsmusi.tubi2,Squirrel Sisters,Not bad,3
com.playsmusi.tubi2,Raffy Kadusale,Good,1
com.playsmusi.tubi2,Harshit vair,Very good,5
com.playsmusi.tubi2,Miss Bee,Only works with wifi,1
com.playsmusi.tubi2,Salmi yati,Saya coba bagus gak,5
com.playsmusi.tubi2,Manju Choudhary,Good,5
com.playsmusi.tubi2,Flavia Nambi,Good,5
com.playsmusi.tubi2,Abisoye Emmanuella,Good,3
com.playsmusi.tubi2,Pratik Adhikari,Nice app 💖💖💖💖💖💖💖💖💖,1
com.playsmusi.tubi2,Beena Kakshapati,Hugging the same as last week that it was the 8,2
com.playsmusi.tubi2,Markangelo Barriga,Beautifull apps,5
com.playsmusi.tubi2,stacey schmick,Don't load,2
com.playsmusi.tubi2,kids gallery,"So interesting ,,im loving it❤❤💙💚💛💜",5
com.playsmusi.tubi2,Santosha Shinde,I like very very very much,5
com.playsmusi.tubi2,Satish Pillai,Bed,3
com.playsmusi.tubi2,N G,Nice app U have to install,4
com.playsmusi.tubi2,Dilpreet singh Deol,Dilpreet,5
com.playsmusi.tubi2,sneha latha,Its really good,5
com.playsmusi.tubi2,pam campbe,Lovely small screen over everything watch videos and games at the same time 5 star app,5
com.playsmusi.tubi2,Lindie Boshoff,Good,4
com.playsmusi.tubi2,Md Sadiq,AMEEN UR RAHMAN ❤📚💲📗🌹🌷,5
com.playsmusi.tubi2,Sudarshan Suryvanshi,Good,3
com.playsmusi.tubi2,r w,Can't see this app during tapping to a YouTube link or shared from YouTube,2
com.playsmusi.tubi2,Bharti Kharat,Nice work,5
com.playsmusi.tubi2,Pedro Sanchez,Its just to bad that does not play in the back ground. With the phone off. So it maakes no sence to have it at all. Tge point is to have you tube in the background and put tge phone in my pocket or leave in on a bench while i run track or have something playing while i sleep. And dont have the problem or bumping the screen and change what you had playing. And also save the battery so i deleted it.,1
com.playsmusi.tubi2,Manimegalai Raja,Super,5
com.playsmusi.tubi2,Leena Christy,Good,4
com.playsmusi.tubi2,jag lal,Seetaram kumar,5
com.playsmusi.tubi2,Viji Sathiya,Fg,1
com.playsmusi.tubi2,Bhat 2k17,Both hard,4
com.playsmusi.tubi2,Jonathan Poncardas,Ok,4
com.playsmusi.tubi2,Anil Punjaram Bhadange,Very good app,5
com.playsmusi.tubi2,phina kapeta,No experience,5
com.playsmusi.tubi2,Kameshu Pitta,Excellent,4
com.playsmusi.tubi2,sameer singh modanwal,Bas esme 10 second forwed bala seystem ho tab or bhi asa app,5
com.playsmusi.tubi2,Neha Biju,Worst i had ever seen when i type something it is showing no results,1
com.playsmusi.tubi2,Rohanpreet Singh899,it is bad,5
